id,name,description,price,tags,imageUrl
B01F6WIS82,TAIGELI Alutata Replacement LCD Screen with Tool Kit for iPhone 5 - Black,,20.32,"alutata,black,iphone,iphone5,kit,lcd,replacement,screen,taigeli,tool",https://images-na.ssl-images-amazon.com/images/I/319l0zDuoBL.jpg
B01FIHY802,"iPhone 6s Case, iPhone 6 Case [Anti-Radiation] PowerMoxie&Acirc; with Tempered Glass Screen Protector Slim Fit Protection Leather Cover for iPhone 6/6s - Black","Fits iPhone 6 (2014) and 6s (2016). PowerMoxie cases protect mobile phones from accidental damage. ""2-in-1"" radiation blocking case for iPhone 6 / 6S has a thin bumper case that magnetically attaches to the outer case, which is made of fine quality genuine leather. The front cover of the outer case is lined with our proprietary anti-radiation membrane, which provides up to 91% protection against cellphone/EMF radiation emitted toward your head and body High quality materials provide ultra-robust, rugged protection. Eliminate cracked screens with our tempered glass screen protector included with every PowerMoxie case. Tempered Glass screen protectors provide your screen with maximum protection against impact and scratches, with a smooth glass finish. With precision cut outs for easy access to charge ports. PowerMoxie is a high quality durable case with a number of key benefits: - Manufactured using high quality materials. - Includes a tempered glass screen protector.  - Precision cut outs for easy button and port access.  - Stunning Finish.",26.17,"6s,access,accidental,acirc,anti,benefit,black,blocking,body,bumper,button,case,cellphone,charge,cover,cut,damage,damage2,durable,easy,emf,fine,finish,fit,genuine,glass,head,high,impact,iphone,iphone6,key,leather,material,maximum,membrane,mobile,number,out,outer,phone,port,powermoxie,precision,proprietary,protection,protector,provides91,quality,radiation,robust,rugged,scratch,screen,slim,smooth,stunning,thin,ultra",https://images-na.ssl-images-amazon.com/images/I/41K7CI5bNTL.jpg
B00DCEO2LO,Gearonic AV-5147RPUIB Luxury Chrome Electroplating Hollow Pattern PC Hard Back Case Cover for Apple iPhone 5 - Non-Retail Packaging - Red,"With this stylish and dazzling fretwork electroplating hollow pattern design PC back case, you may protect your iPhone from scratches and damages while decorating it with elegance and eye-catching style. Full access to all ports, buttons, and cameras on the phone without the need to remove the case. Simple snap-on design for easy installation and removal. Made of high quality and durable polycarbonate material. For iPhone 5 only.",20.73,"5147rpuib,access,apple,button,camera,case,chrome,cover,damage,design,durable,easy,elegance,eye,fretwork,gearonic,high,hollow,installation,iphone,iphone5,luxury,material,need,non,packaging,pattern,phone,polycarbonate,port,quality,red,removal,retail,scratch,simple,snap,style,stylish",https://images-na.ssl-images-amazon.com/images/I/511wyTKjbBL.jpg
B00IRS2FOG,Premium Crystal Clear LCD Screen Protectors for Apple iPod Nano 5th-3 Pack,,81.46,"5th,apple,clear,crystal,ipod,lcd,nano,pack,premium,protector,screen",https://images-na.ssl-images-amazon.com/images/I/41xIP7jqZlL.jpg
B00NOJKTRS,DAYJOY Luxury Ultra Thin Aluminum Alloy Protective Metal Bumper Frame Shell + 1PC 9H hardness tempered glass protector film for Samsung GALAXY Alpha G8508S G850F(SILVER),DAYJOY Luxury Ultra Thin Aluminum Alloy Protective Metal Bumper Frame Shell Case Cover for Samsung GALAXY Alpha Specifications: Compatibility:Samsung GALAXY Alpha Material:Aluminum Alloy Color:as pictures,51.75,"1pc,9h,alloy,alpha,aluminum,bumper,case,color,compatibility,cover,dayjoy,film,frame,g850f,galaxy,glass,luxury,material,metal,picture,protective,protector,samsung,shell,silver,specification,thin,ultra",https://images-na.ssl-images-amazon.com/images/I/41r%2BhmhYbsL.jpg
B00G343RBQ,"Leegoal(TM) Red Deluxe Synthetic Leather Wallet Flip Card Holder Case Cover with Lanyard for Samsung Galaxy S3 III i9300 With Accessories Sreen Protector,Anti Dust Plug",,76.88,"accessory,anti,card,case,deluxe,dust,flip,galaxy,holder,i9300,iii,lanyard,leather,leegoal,plug,red,s3,samsung,synthetic,wallet",https://images-na.ssl-images-amazon.com/images/I/41b9BbGDAWL.jpg
B015GKH312,Haters Gonna Hate - Mobiflare LG Optimus Zone 2 Fuel VS415 L34C Slim Guard Armor Black Phone Case,,10.4,"armor,black,case,fuel,guard,hater,l34c,mobiflare,optimus,phone,slim,vs415,zone,zone2",https://images-na.ssl-images-amazon.com/images/I/417gIzH5v-L.jpg
B00J9MJVS2,"Handmade Ribbon Bow Luxury Designer Bling 3D Special Crystal Case Cover For Samsung Apple Smart Mobile Phone (iPhone 5c, Pink Bow)","Ship by USPS ePacket, Normal Shipping time is 7~18 days! Made of High quality hard plastic with Rhinestones!! It can bring you a fashionable way to protect your phone",82.17,"3d,5c,apple,bow,case,cover,crystal,day,designer,fashionable,handmade,hard,high,iphone,luxury,mobile,normal,phone,pink,plastic,quality,rhinestone,ribbon,samsung,ship,shipping,smart,special,time,time7,usp,way",https://images-na.ssl-images-amazon.com/images/I/515SBD3o-YL.jpg
B015CDAL8U,"Galaxy Note 5 Case, UZZO Galaxy Note 5 Liquid Glitter Case, 3D Creative Design Flowing Liquid Floating Bling Glitter Sparkle Star Crystal Clear Hard Case Cover for Samsung Galaxy Note 5 &pound;&uml;Star Green)",,45.9,"3d,case,clear,cover,creative,crystal,design,galaxy,glitter,green,hard,liquid,note,note5,pound,samsung,sparkle,star,uml,uzzo",https://images-na.ssl-images-amazon.com/images/I/51U-uVEmUgL.jpg
B014XCR5QM,"5S Case, iPhone SE Case, Love Sound [Waves Smile] [Stand Feature] Premium Wallet PU Leather Folio Wallet Flip Case Cover Built-in Card Slots for Apple iPhone SE(2016) / 5S / 5","Creativecase Special design for Apple iPhone SE(2016) / 5S / 5, Love Sound is a trademark protected by the US Trademark Law Protecting your device from scratches, dust, shock and fingerprint Perfect cutouts allow you to maximize the functionality of your device Conveniently to access and remove Material:PU Leather 1 X Case",95.09,"5s,apple,card,case,cover,creativecase,cutout,design,device,dust,feature,flip,folio,functionality,iphone,law,leather,leather1,love,material,perfect,premium,se2016,shock,slot,sound,special,trademark,wallet,wave",https://images-na.ssl-images-amazon.com/images/I/51%2BpXl9JVUL.jpg
B00NP8D4CK,KIQ (TM) Blk / Pink Heavy Duty 2-in-1 Silicone Hybrid Case for SAMSUNG GALAXY S5,Specifically designed for the Samsung S5 SV.Light weight so it won't add unnecessary bulk to your devices The case itself is made out of a hard durable plastic shell. Silicone rubber gel wraps around the plastic case giving it extra protection. Silicone flaps serve as dust protectors for your charging port and earphone port Build in Kickstand for typing and watching movie in a horiztonal or vertical layout FREE BUILT IN SCREEN PROTECTOR TO COVER YOUR PHONE,15.68,"build,bulk,case,device,durable,dust,duty,duty2,earphone,extra,flap,free,galaxy,gel,hard,heavy,horiztonal,hybrid,kickstand,layout,light,movie,phone,pink,plastic,port,protection,protector,rubber,s5,samsung,screen,shell,silicone,unnecessary,vertical,weight,wrap",https://images-na.ssl-images-amazon.com/images/I/41AqnzMcr3L.jpg
B00HGPTKMG,"KPI Premium Clear Screen Protector for iPhone 5 / 5s / 4 / 4s (Front ONLY) (iPhone 4 / 4s, 5 Pieces)",KPI Premium Clear Screen Protector for iPhone 5 / 5s / 4 / 4s,39.27,"4s,5s,clear,iphone,iphone4,iphone5,kpi,piece,premium,protector,screen",https://images-na.ssl-images-amazon.com/images/I/41HAqqFbF8L.jpg
B007SZKCPS,CrazyOnDigital Horizontal Leather Case with built in Belt Clip for Nokia Lumia 900 (Black),"Nokia Lumia 900 16GB, 8MP, 3G, GPS, Mango, AT&T Mobile Smartphone Comes with a free CrazyOnDigital wristband.",65.52,"16gb,3g,8mp,belt,black,case,clip,crazyondigital,free,gps,horizontal,leather,lumia,lumia900,mango,mobile,nokia,smartphone,wristband",https://images-na.ssl-images-amazon.com/images/I/41gHsKIKTpL.jpg
B01FJPXWI2,"Note 5 Case, Galaxy Note 5 Case, Samsung Note 5 Case, BENTOBEN Three Layer Heavy Duty Rugged Hybrid Hard PC Soft Silicone Shockproof Protective Case for Samsung Galaxy Note 5, Rose Gold/Grey","BENTOBEN, designed in Italy, all the products are manufactured with premium materials in a continuous effort to produce high quality products that are protective and simple. Specifications:  Compatible Model: For Samsung Note 5 N920A/N920V/N920T/N920P/N920R Work with Verizon/T-Mobile/US Cellular/AT&T/Sprint Color: As shown in the picture  Material: PC and Silicone  Package Includes:  1x Case Cover for Samsung For Samsung Note 5  Please Note: Accessories ONLY, Phone not included.",80.32,"1x,accessory,bentoben,case,cellular,color,compatible,continuous,cover,duty,effort,galaxy,gold,grey,hard,heavy,high,hybrid,italy,layer,material,mobile,model,n920,n920a,n920p,n920r,note,note5,package,phone,picture,premium,product,protective,quality,samsung,shockproof,silicone,simple,soft,specification,sprint,verizon,work",https://images-na.ssl-images-amazon.com/images/I/51HM-Ln0CeL.jpg
B00IDCEH4M,XShields&copy; (4-Pack) Screen Protectors for ZTE Radiant Z740 (Ultra Clear),"Compatibility: ZTE Radiant Z740 X-Shields Protectors offer the best scratch protection for your mobile devices. X-Shields revolutionary film leaves the sensitivity of your touch display unaltered and lets your HD display shine at its fullest potential. Unlike other sticky or rubbery films, this smooth, glassy film feels natural to the touch and couples perfectly with the use of a stylus.Your XShields purchase comes with a manufacturer Easy Lifetime Warranty(*)Product Includes - Full Kit:4 X-Shields ProtectorsX-Shields Installation InstructionsX-Shields screen safe microfiber cleaning clothX-Shields squeegeeSimplified Installation Instructions (More complete instructions come in packaging)Step 1 Thoroughly clean workspace and device.Step 2 Peel back the protective layer labeled ""Adhesive Backing 1"" about an inch or two.Step 3 Align the exposed edge of the protector with the edge of the device. A perfect initial alignment ensures the best installation results.Step 4 Once aligned, slowly lay the protector down.Step 5 Wrap the squeegee in the microfiber cloth and then press out any air bubbles.Step 6 Remove the protective film layer labeled ""Protective Layer 2"".Step 7 Buff the screen with the microfiber cloth and you're done. Enjoy!(*) Lifetime Warranty applies to the life of the device.",42.22,"adhesive,air,alignment,backing,backing1,bubble,clean,clear,cloth,clothx,compatibility,complete,copy4,couple,device,display,easy,edge,film,full,glassy,good,inch,initial,installation,instruction,instructionsx,kit,kit4,layer,layer2,life,lifetime,manufacturer,microfiber,mobile,natural,pack,packaging,peel,perfect,potential,product,protection,protective,protector,protectorsx,purchase,radiant,result,revolutionary,rubbery,safe,scratch,screen,sensitivity,shield,smooth,squeegee,step,step1,step2,step3,step4,step5,step6,step7,sticky,stylus,touch,ultra,unaltered,use,warranty,workspace,xshield,z740,zte",https://images-na.ssl-images-amazon.com/images/I/11BqdrOVPoL.jpg
B007EIZ9B6,Juiced Systems Extra Long ASUS Transformer Tablet Data/Charging Cable 2M Length (6.5Ft) USB 3.0 Compatible to: ASUS Transformer TF101 -Transformer Prime TF201 - Transformer Pad TF300 - Eee Slate B121 - Eee Slate EP121,Replace your OEM cable with this 6.5 FT Juiced Systems ASUS 40 pin charging and data sync cable. Compatible to: ASUS Transformer TF101 ASUS Transformer Prime TF201 ASUS Transformer Pad TF300 *New ASUS Eee Slate B121 ASUS Eee Slate EP121,91.33,"2m,5ft,asus,asus40,b121,cable,cable6,compatible,datum,eee,ep121,length,length6,long,new,oem,pad,pin,prime,slate,sync,system,tablet,tf101,tf201,tf300,transformer,usb,usb3",https://images-na.ssl-images-amazon.com/images/I/41QOuP1TO4L.jpg
B00CC3AD32,Blue Deluxe Xshield Hybrid Gel Rhinestone Bling Case Cover for Samsung Galaxy S4 i9500+ Pen Stylus,,67.4,"bling,blue,case,cover,deluxe,galaxy,gel,hybrid,i9500,pen,rhinestone,s4,samsung,stylus,xshield",https://images-na.ssl-images-amazon.com/images/I/51YinOVF2KL.jpg
B00N2JUI8A,Amzer Border Case for BlackBerry Z30 - Retail Packaging - Black,"Bulky cases not really your thing? Well, then check out this beauty! Providing a tough and durable casing around the edges of your BlackBerry Z30 while keeping a sleek silhouette. Featuring a glossy and matte double molded polycarbonate frame. Raised buttons protecting the volume and power for a little extra coverage. Cutouts for all ports and controls for instant access and the bezel surrounding your screen is extended for a lay flat design, allowing you to place the phone face-down without the screen touching the tabletop.",91.97,"access,amzer,beauty,bezel,black,blackberry,border,bulky,button,case,casing,control,coverage,cutout,design,double,durable,edge,extra,face,flat,frame,glossy,instant,lay,little,matte,packaging,phone,polycarbonate,port,power,retail,screen,silhouette,sleek,tabletop,thing,tough,volume,z30",https://images-na.ssl-images-amazon.com/images/I/51JuaSh-hVL.jpg
B00GI9QQE6,"Zero Gravity Apple iPhone 6 Plus / 6s Plus Radiant Phone Case - Clear Printed Design - 360&deg; Protection, Drop Test Approved","Designed to precision with state-of-the-art construction, the Zero Gravity Apple iPhone 6 Plus / 6s Plus Radiant Phone Case provides you with enhanced protection wherever, whenever! Manufactured using the finest materials carefully designed to deliver uncompromised strength and protection. Reinforced with 360-degree protection, giving your device an all-around armor against scratches, dents, and breakage. Enhanced with a rubberized bumper, silicone button covers, and a raised lip to broaden security on every corner of your device, this phone case frees you from worries with its shockproof and drop-test approved frame, so you'll have the confidence to use your device wherever you go. Exclusively made to fit all Apple iPhone 6 Plus/ 6s Plus, from the camera to every inch of your smartphone. It is functionalized with easy access to all ports and buttons for unhindered navigation and hassle-free mobile experience. Magnify both style and quality with this Radiant Phone Case crafted with utmost style in mind. Imprinted with rock-like crystal pieces in color-coordinating shades laid on a transparent surface, creating an elegant look for every smartphone. Embrace the beauty brought by quality as you enjoy advanced mobile protection with Zero Gravity.",44.17,"6s,access,advanced,apple,armor,art,beauty,breakage,bumper,button,camera,case,clear,color,confidence,construction,coordinating,corner,cover,crystal,deg,degree,dent,design,design360,device,drop,easy,elegant,experience,fine,frame,free,gravity,hassle,inch,iphone,iphone6,lip,look,material,mind,mobile,navigation,phone,piece,port,protection,quality,radiant,reinforced360,rock,scratch,security,shade,shockproof,silicone,smartphone,state,strength,style,surface,test,transparent,uncompromised,unhindered,utmost,worry",https://images-na.ssl-images-amazon.com/images/I/417IJ6TjiJL.jpg
B00ALE5X2U,Beyond Cell Tri Shield&reg; Case with Built-In Kickstand for Samsung GALAXY Note 2 II - Black/Purple,This Tri-Shield Hybrid Protector Case is custom made for your device. The front piece is crafted out of high quality hard plastic and the back piece is made with a durable silicone material with a hard plastic design attachment. The unique combination of hard and soft casing gives this case an unmatched look. The contrasting colors of the two surfaces also enhance the visual design of this case. The case is great for those are seeking a fresh new design for their phones as well as protection and full access.,61.25,"access,attachment,black,case,casing,cell,color,combination,custom,design,device,durable,fresh,galaxy,great,hard,high,hybrid,kickstand,look,material,new,note,note2,phone,piece,plastic,protection,protector,purple,quality,reg,samsung,shield,silicone,soft,surface,tri,unique,unmatched,visual",https://images-na.ssl-images-amazon.com/images/I/41ZbNiHV8VL.jpg
B004XCC7A2,InvisibleShield for HTC Merge 6325 - Full Body,"Your search for a cell phone case, skin, or cover is now over. ZAGG's invisibleSHIELD is an exceptionally clear and virtually indestructible film that will protect your cell phone from unsightly scratches. Our exclusive, patented film - with nano-memory technology - covers and shields your device, keeping it as pristine as the day you took it out of the box. Maximum coverage protects protects the entire device; Full body coverage protects the front screen and back; Screen coverage protects just the front screen.The precision pre-cut invisibleSHIELD is designed for your specific cell phone. The invisibleSHIELD applies directly to your cell phone, providing the toughest, most durable protection you will find. The invisibleSHIELD has its origins in the military, where it was used to protect high-speed helicopter blades from dust, dirt and debris. Now you can use that same powerful technology to protect your cell phone.The invisibleSHIELD is only .2 millimeters thick; making it the slimmest cell phone skin or cover of its kind. It is so tough that we back it with a lifetime guarantee. So, if it ever does wear or scratch, we will replace it for free, for the life of your device. And if you ever need to remove the invisibleSHIELD, no problem; it comes off clean and leaves no sticky residue.If you're still not convinced, check out our demo video and see for yourself how strong ZAGG's invisibleSHIELD really is. Your search for a cell phone case, skin, or cover is now over. ZAGG's invisibleSHIELD is an exceptionally clear and virtually indestructible film that will protect your cell phone from unsightly scratches. Our exclusive, patented film - with nano-memory technology - covers and shields your device, keeping it as pristine as the day you took it out of the box. Maximum coverage protects the entire device; Full body coverage protects the front screen and back; Screen coverage protects just the front screen. The precision pre-cut invisibleSHIELD is designed for your specific cell phone. The invisibleSHIELD applies directly to your cell phone, providing the toughest, most durable protection you will find. The invisibleSHIELD has its origins in the military, where it was used to protect high-speed helicopter blades from dust, dirt and debris. Now you can use that same powerful technology to protect your cell phone. The invisibleSHIELD is only .2 millimeters thick; making it the slimmest cell phone skin or cover of its kind. It is so tough that we back it with a lifetime guarantee. So, if it ever does wear or scratch, we will replace it for free, for the life of your device. And if you ever need to remove the invisibleSHIELD, no problem; it comes off clean and leaves no sticky residue. If you're still not convinced, check out our demo video and see for yourself how strong ZAGG's invisibleSHIELD really is.",89.63,"blade,body,box,case,cell,clean,clear,convinced,cover,coverage,day,debris,demo,device,dirt,durable,dust,entire,exclusive,film,free,guarantee,helicopter,high,htc,indestructible,invisibleshield,kind,life,lifetime,maximum,memory,merge,merge6325,military,millimeter,nano,only2,origin,phone,powerful,precision,pristine,problem,protect,protection,residue,screen,search,skin,slim,specific,speed,sticky,strong,technology,thick,tough,video,zagg",https://images-na.ssl-images-amazon.com/images/I/3164qi6%2BMNL.jpg
B00W9NCOEQ,"JUSUN LG Leon CASE, Customized Leather Folio Stand Protective Wallet Case Cover For LG Leon (Brown)",,86.46,"brown,case,cover,folio,jusun,leather,leon,protective,wallet",https://images-na.ssl-images-amazon.com/images/I/413xHCcu2AL.jpg
B01BI94FGQ,Michigan State University LifeProof fre iPhone 6/6s Skin - Michigan State University Away Grey Jersey,"The Michigan State University LifeProof fre iPhone 6/6s Skin is made from a 3M durable auto-grade vinyl for an ultimate lightweight LifeProof fre iPhone 6/6s decal protection without the bulk. Every Skinit Michigan State University skin is officially licensed by Michigan State University for an authentic brand design. The Michigan State University Michigan State University Away Grey Jersey LifeProof LifeProof fre iPhone 6/6s decal skin is engineered to feature vibrant photo quality designs and to perfectly fit your LifeProof fre iPhone 6/6s The Michigan State University Michigan State University Away Grey Jersey skin can be easily applied and removed from your LifeProof fre iPhone 6/6s with no residue, no mess and no fuss due to 3M adhesive backing. This makes it even easier for you to mix up your LifeProof fre iPhone 6/6s style as much as you want to keep your device feeling new. All Skinit made decal skins are cut and crafted with everyday LifeProof fre iPhone 6/6s uses in mind so that each Michigan State University skin offers a premium feel with a thin functional protection. Shop all officially licensed Michigan State University LifeProof LifeProof fre iPhone 6/6s skins made by Skinit and make it yours today!",43.75,"3m,6s,adhesive,authentic,auto,away,backing,brand,bulk,decal,design,device,durable,easy,everyday,feel,fre,functional,fuss,grade,grey,iphone,iphone6,jersey,lifeproof,lightweight,mess,michigan,mind,new,photo,premium,protection,quality,residue,shop,skin,skinit,state,style,thin,today,ultimate,university,vibrant,vinyl",https://images-na.ssl-images-amazon.com/images/I/51broxNuNOL.jpg
B00AKJW9R8,caseen Pink SOFT SNAP Multi Angle Stand Hand Strap Case Cover + 2x Ultra Clear Screen Protector + Pink Stylus Touch Pen for Google Asus Nexus 7 Tablet (1st Generation),"caseen Pink Soft Snap Case: - Pink: caseens new colorway for the Google Nexus 7 - Multi-View: Case transforms to stand with 2 different viewing angles. (30, and 60 degrees) - Portable: Unique hand strap system for easier and safer holding of the tablets slim body. - Magnetic Sleep: Magnets in bezel allow tablet to sleep/wake while tablet is in case - Superior Build: Skinny Lightweight High Quality Synthetic Leather is the basis for this durable case - Snap Feature: New snap tight mechanism hugs tablet tightly into case - Stylus Holder: Elastic strap for secure hold of any stylus or pen accessory.  caseen 2x Clear Screen Protector: caseens CLEARIMAGE LCD protector film uses the highest clarity and dense films available. caseens film for the Google Nexus 7 Tablet is designed to the tablets exact specifications to ensure maximum screen protection, visibility, and transparency. Film features:  - Ultra Clear & Glossy Visibility - TRUE COLOR retaining optical film - Simple & Bubble-Free application - Scratch-proof hard transparency layer  caseen Pink Stylus Touch Pen: caseen classic touch pens are fully optimized for capacitive touch screens. The touch pen feels just right, and is not too heavy or light. The rubber touch point is soft and non-degrading to avoid damaging your product or leaving residue. This stylus is finished in pink with polished metal details.  APPLICATION: Compatible with capacitive touch screens on tablets and mobile cell phone devices COLOR: Pink MATERIAL: Laser-etched Full Metal Body  Tablet NOT included!",65.04,"1st,2x,accessory,allow,angle,angles30,application,asus,available,basis,bezel,body,bubble,capacitive,case,caseen,cell,clarity,classic,clear,clearimage,color,colorway,compatible,degrading,degree,dense,detail,device,different,durable,easy,elastic,exact,feature,film,free,generation,glossy,google,hand,hard,heavy,high,hold,holder,holding,hug,laser,layer,lcd,leather,lightweight,magnet,magnetic,material,maximum,mechanism,metal,mobile,multi,new,nexus,nexus7,non,optical,pen,phone,pink,point,polished,portable,product,proof,protection,protector,quality,residue,rubber,safe,scratch,screen,secure,simple,skinny,sleep,slim,snap,soft,specification,stand2,strap,stylus,superior,synthetic,system,tablet,tight,touch,transparency,true,ultra,unique,view,viewing,visibility",https://images-na.ssl-images-amazon.com/images/I/41gwZbBN4KL.jpg
B00JZFHLNU,"Mavis's Diary Luxury Denim Design with Leather Inner Wallet Type Magnetic Snap Flip Case Cover for Samsung Galaxy Tab 3 LITE (7&quot;,SM-T110 / 2014 Model) with Soft Clean Cloth (Blue with Flowers)","Exclusive design, classic phone case",84.79,"blue,case,classic,clean,cloth,cover,denim,design,diary,exclusive,flip,flower,galaxy,inner,leather,lite,lite7,luxury,magnetic,mavis,model,phone,quot,samsung,snap,soft,t110,tab3,wallet",https://images-na.ssl-images-amazon.com/images/I/51sLku7%2BIFL.jpg
B00GR2QXD8,CoverON&reg; Kickstand Hard + Soft Dual Layer Hybrid Case for Apple iPhone 5C - Black White Owl Hard Black Soft Silicone,,64.27,"5c,apple,black,case,coveron,dual,hard,hybrid,iphone,kickstand,layer,owl,reg,silicone,soft,white",https://images-na.ssl-images-amazon.com/images/I/41LYT6SZXxL.jpg
